Year,Team,name_last,name_first,RetroID,G,GS,Outs,IP,R,ER,ERA,W,L,SV,PA,AB,H,DB,TP,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,TB,GDP,HBP,SH,SF,IBB,PlatoonStats,PctVsLHP,AVG_L,OBP_L,SLG_L,PA_L,AB_L,H_L,DB_L,TP_L,HR_L,RBI_L,BB_L,SO_L,TB_L,GDP_L,HBP_L,SH_L,SF_L,IBB_L,AVG_R,OBP_R,SLG_R,PA_R,AB_R,H_R,DB_R,TP_R,HR_R,RBI_R,BB_R,SO_R,TB_R,GDP_R,HBP_R,SH_R,SF_R,IBB_R,Baserunning,SB,CS,SBPct,SBO,JumpPct,SB2,CS2,SB3,CS3,SBH,CSH,PkO,POCS
1987,CAL,Lazorko,Jack,lazoj001,26,11,353,117.2,68,60,4.59,5,6,0,487,435,108,17,3,20,63,6,10,44,55,0.248,0.318,0.439,191,10,2,2,3,5,,45,0.288,0.367,0.55,219,191,55,8,3,12,32,25,7,105,7,0,1,2,4,0.217,0.278,0.352,268,244,53,9,0,8,31,19,48,86,3,2,1,1,1,,6,10,37.5,157,10.19,6,6,0,3,0,1,10,1
1987,CAL,Lucas,Gary,lucag001,48,0,223,74.1,41,30,3.63,1,5,3,320,274,66,11,1,7,42,4,0,35,44,0.241,0.329,0.365,100,11,2,7,2,5,,36,0.281,0.383,0.448,116,96,27,5,1,3,19,16,16,43,1,1,1,2,0,0.219,0.298,0.32,204,178,39,6,0,4,23,19,28,57,10,1,6,0,5,,4,0,100,130,3.08,4,0,0,0,0,0,0,0
1987,CAL,Lugo,Urbano,lugor001,7,5,84,28,34,29,9.32,0,2,0,143,124,42,9,0,8,32,4,2,18,24,0.339,0.42,0.605,75,0,0,0,1,0,,46,0.35,0.394,0.533,66,60,21,5,0,2,15,5,6,32,0,0,0,1,0,0.328,0.442,0.672,77,64,21,4,0,6,17,13,18,43,0,0,0,0,0,,4,2,66.7,62,9.68,4,2,0,0,0,0,2,0
1987,CAL,McCaskill,Kirk,mccak001,14,13,224,74.2,52,47,5.67,4,6,0,334,294,84,10,0,14,44,1,5,34,56,0.286,0.363,0.463,136,4,2,3,1,0,,53,0.312,0.379,0.529,176,157,49,7,0,9,26,16,22,83,1,1,2,0,0,0.255,0.344,0.387,158,137,35,3,0,5,18,18,34,53,3,1,1,1,0,,1,5,16.7,125,4.8,1,5,0,0,0,0,5,0
1987,CAL,Minton,Greg,mintg001,41,0,228,76,28,26,3.08,5,4,10,313,276,71,9,0,4,28,3,0,29,35,0.257,0.328,0.333,92,17,1,5,2,4,,46,0.268,0.338,0.378,145,127,34,5,0,3,16,14,10,48,7,0,3,1,4,0.248,0.319,0.295,168,149,37,4,0,1,12,15,25,44,10,1,2,1,0,,3,0,100,114,2.63,2,0,0,0,1,0,0,0
1987,CAL,Moore,Donnie,moord001,14,0,80,26.2,12,8,2.7,2,2,5,122,108,28,3,1,2,12,2,0,13,17,0.259,0.339,0.361,39,1,0,1,0,2,,56,0.23,0.299,0.311,68,61,14,0,1,1,3,6,9,19,1,0,1,0,2,0.298,0.389,0.426,54,47,14,3,0,1,9,7,8,20,0,0,0,0,0,,2,0,100,64,3.13,2,0,0,0,0,0,0,0
1987,CAL,Reuss,Jerry,reusj001,17,16,247,82.1,60,48,5.25,4,5,0,368,343,112,14,3,16,51,2,3,17,37,0.327,0.361,0.525,180,13,2,5,1,1,,19,0.364,0.391,0.53,69,66,24,2,0,3,8,3,8,35,2,0,0,0,0,0.318,0.354,0.523,299,277,88,12,3,13,43,14,29,145,11,2,5,1,1,,2,3,40,127,3.94,2,3,0,0,0,0,3,0
1987,CAL,Sutton,Don,suttd001,35,34,575,191.2,101,100,4.7,11,11,0,795,740,199,24,1,38,95,11,9,41,99,0.269,0.311,0.458,339,16,7,2,5,0,,51,0.231,0.283,0.394,403,373,86,11,1,16,38,24,46,147,4,4,0,2,0,0.308,0.341,0.523,392,367,113,13,0,22,57,17,53,192,12,3,2,3,0,,11,9,55,254,7.87,11,9,0,0,0,0,9,0
1987,CAL,Witt,Mike,wittm001,36,36,741,247,128,110,4.01,16,14,0,1065,965,252,48,9,34,115,7,5,84,192,0.261,0.321,0.435,420,20,4,6,6,4,,55,0.272,0.338,0.463,584,525,143,26,4,22,65,52,90,243,13,2,2,3,3,0.248,0.3,0.402,481,440,109,22,5,12,50,32,102,177,7,2,4,3,1,,7,5,58.3,398,3.02,5,5,2,0,0,0,5,0
1987,CHA,Allen,Neil,allen001,15,10,149,49.2,40,39,7.07,0,7,0,236,203,74,8,2,6,35,3,4,26,26,0.365,0.438,0.512,104,8,2,3,2,0,,57,0.339,0.398,0.521,135,121,41,4,0,6,20,12,13,63,4,0,2,0,0,0.402,0.49,0.5,101,82,33,4,2,0,15,14,13,41,4,2,1,2,0,,3,4,42.9,96,7.29,2,4,1,0,0,0,4,0
1987,CHA,Bannister,Floyd,bannf001,34,34,686,228.2,100,91,3.58,16,11,0,939,878,216,34,5,38,88,12,4,49,124,0.246,0.285,0.426,374,16,0,9,3,0,,15,0.24,0.314,0.376,140,125,30,6,1,3,8,14,18,47,1,0,0,1,0,0.247,0.28,0.434,799,753,186,28,4,35,80,35,106,327,15,0,9,2,0,,12,4,75,289,5.54,8,4,4,0,0,0,4,0
1987,CHA,Citarella,Ralph,citar001,5,0,33,11,9,9,7.36,0,0,0,49,43,13,2,0,4,11,1,1,4,9,0.302,0.388,0.628,27,2,2,0,0,0,,49,0.4,0.5,0.9,24,20,8,1,0,3,5,3,3,18,0,1,0,0,0,0.217,0.28,0.391,25,23,5,1,0,1,6,1,6,9,2,1,0,0,0,,1,1,50,18,11.11,1,1,0,0,0,0,1,0
1987,CHA,Clark,Bryan,clarb001,11,0,56,18.2,5,5,2.41,0,0,0,77,64,19,3,0,1,8,1,0,8,8,0.297,0.365,0.391,25,5,0,3,2,0,,26,0.158,0.2,0.158,20,19,3,0,0,0,1,1,5,3,1,0,0,0,0,0.356,0.426,0.489,57,45,16,3,0,1,7,7,3,22,4,0,3,2,0,,1,0,100,37,2.7,1,0,0,0,0,0,0,0
1987,CHA,Davis,Joel,davij002,13,9,165,55,35,35,5.73,1,5,0,243,212,56,9,3,7,34,1,2,29,25,0.264,0.351,0.434,92,8,0,1,1,1,,49,0.269,0.356,0.471,119,104,28,4,1,5,18,14,13,49,3,0,1,0,0,0.259,0.347,0.398,124,108,28,5,2,2,16,15,12,43,5,0,0,1,1,,1,2,33.3,84,3.57,1,2,0,0,0,0,2,0
1987,CHA,DeLeon,Jose,delej001,33,31,618,206,106,92,4.02,11,12,0,889,770,177,28,4,24,88,31,9,97,153,0.23,0.322,0.37,285,12,10,6,6,4,,52,0.254,0.351,0.393,462,397,101,10,3,13,52,59,64,156,6,1,3,2,4,0.204,0.29,0.346,427,373,76,18,1,11,36,38,89,129,6,9,3,4,0,,31,9,77.5,311,12.86,29,8,2,1,0,0,9,0
1987,CHA,Dotson,Richard,dotsr001,31,31,634,211.1,109,98,4.17,11,12,0,900,807,201,35,7,24,89,2,9,86,114,0.249,0.32,0.399,322,19,0,4,3,2,,54,0.249,0.324,0.416,484,433,108,23,2,15,52,48,63,180,11,0,2,1,2,0.249,0.316,0.38,416,374,93,12,5,9,37,38,51,142,8,0,2,2,0,,2,9,18.2,321,3.43,2,8,0,1,0,0,9,0
1987,CHA,James,Bob,jameb001,43,0,162,54,32,28,4.67,4,6,10,238,211,54,6,5,10,36,7,0,17,34,0.256,0.321,0.474,100,4,4,4,2,6,,43,0.286,0.333,0.56,103,91,26,3,2,6,16,7,13,51,1,0,4,1,5,0.233,0.311,0.408,135,120,28,3,3,4,20,10,21,49,3,4,0,1,1,,7,0,100,85,8.24,6,0,1,0,0,0,0,0
1987,CHA,LaPoint,Dave,lapod001,14,12,248,82.2,29,27,2.94,6,3,0,341,308,69,11,1,7,21,5,5,31,43,0.224,0.297,0.334,103,7,1,1,0,0,,13,0.225,0.311,0.25,46,40,9,1,0,0,0,5,6,10,1,0,1,0,0,0.224,0.295,0.347,295,268,60,10,1,7,21,26,37,93,6,1,0,0,0,,5,5,50,129,7.75,5,4,0,1,0,0,5,0
1987,CHA,Long,Bill,longb002,29,23,507,169,85,82,4.37,8,8,1,699,659,179,37,5,20,80,8,4,28,72,0.272,0.303,0.434,286,14,3,6,3,1,,52,0.279,0.307,0.439,363,344,96,17,4,10,45,13,39,151,6,2,2,2,0,0.263,0.298,0.429,336,315,83,20,1,10,35,15,33,135,8,1,4,1,1,,8,4,66.7,216,5.56,8,3,0,1,0,0,4,0
1987,CHA,McDowell,Jack,mcdoj001,4,4,84,28,6,6,1.93,3,0,0,103,95,16,3,0,1,5,0,0,6,15,0.168,0.233,0.232,22,2,2,0,0,0,,53,0.157,0.218,0.216,55,51,8,0,0,1,3,3,12,11,1,1,0,0,0,0.182,0.25,0.25,48,44,8,3,0,0,2,3,3,11,1,1,0,0,0,,0,0,NULL,29,0,0,0,0,0,0,0,0,0
1987,CHA,McKeon,Joel,mckej001,13,0,63,21,22,22,9.43,1,2,0,102,85,27,5,1,8,25,1,1,15,14,0.318,0.416,0.682,58,3,0,1,1,0,,41,0.351,0.429,0.73,42,37,13,2,0,4,13,5,7,27,1,0,0,0,0,0.292,0.407,0.646,60,48,14,3,1,4,12,10,7,31,2,0,1,1,0,,1,1,50,40,5,1,1,0,0,0,0,1,0
1987,CHA,Nielsen,Scott,niels001,19,7,199,66.1,48,46,6.24,3,5,2,299,270,83,9,2,9,55,11,2,25,23,0.307,0.366,0.456,123,9,1,1,2,1,,43,0.292,0.338,0.408,130,120,35,4,2,2,16,9,9,49,4,0,0,1,1,0.32,0.387,0.493,169,150,48,5,0,7,39,16,14,74,5,1,1,1,0,,11,2,84.6,117,11.11,9,1,2,1,0,0,2,0
1987,CHA,Pawlowski,John,pawlj001,2,0,11,3.2,2,2,4.91,0,0,0,20,16,7,1,0,0,3,1,0,3,2,0.438,0.5,0.5,8,1,0,0,1,0,,55,0.333,0.364,0.333,11,9,3,0,0,0,1,1,2,3,1,0,0,1,0,0.571,0.667,0.714,9,7,4,1,0,0,2,2,0,5,0,0,0,0,0,,1,0,100,14,7.14,1,0,0,0,0,0,0,0
1987,CHA,Peterson,Adam,petea001,1,1,12,4,6,6,13.5,0,0,0,22,18,8,2,0,1,6,1,0,3,1,0.444,0.5,0.722,13,1,0,0,1,0,,55,0.222,0.333,0.667,12,9,2,1,0,1,4,2,0,6,1,0,0,1,0,0.667,0.7,0.778,10,9,6,1,0,0,2,1,1,7,0,0,0,0,0,,1,0,100,13,7.69,1,0,0,0,0,0,0,0
1987,CHA,Searage,Ray,searr001,58,0,167,55.2,28,26,4.2,2,3,2,240,212,56,14,1,9,42,1,3,24,33,0.264,0.339,0.467,99,6,1,1,2,3,,40,0.302,0.375,0.512,96,86,26,7,1,3,19,9,13,44,1,1,0,0,0,0.238,0.315,0.437,144,126,30,7,0,6,23,15,20,55,5,0,1,2,3,,1,3,25,101,3.96,1,2,0,1,0,0,3,0
1987,CHA,Thigpen,Bobby,thigb001,51,0,267,89,30,27,2.73,7,5,16,369,336,86,7,1,10,40,3,2,24,52,0.256,0.311,0.372,125,6,3,6,0,5,,53,0.277,0.34,0.367,195,177,49,4,0,4,16,16,25,65,3,1,1,0,3,0.233,0.278,0.377,174,159,37,3,1,6,24,8,27,60,3,2,5,0,2,,3,2,60,153,3.27,3,2,0,0,0,0,2,0
1987,CHA,Winn,Jim,winnj001,56,0,282,94,54,50,4.79,4,6,6,422,350,95,12,1,10,57,9,5,62,44,0.271,0.39,0.397,139,17,6,4,0,5,,45,0.263,0.401,0.336,189,152,40,5,0,2,19,35,10,51,8,0,2,0,5,0.278,0.381,0.444,233,198,55,7,1,8,38,27,34,88,9,6,2,0,0,,9,5,64.3,184,7.61,8,5,1,0,0,0,5,0
1987,CHN,Baller,Jay,ballj001,23,0,88,29.1,22,22,6.75,0,1,0,139,117,38,6,1,4,23,2,0,20,27,0.325,0.423,0.496,58,6,0,2,0,2,,45,0.407,0.484,0.685,63,54,22,4,1,3,14,8,10,37,4,0,1,0,2,0.254,0.373,0.333,76,63,16,2,0,1,9,12,17,21,2,0,1,0,0,,2,0,100,62,3.23,2,0,0,0,0,0,0,0
1987,CHN,Davis,Ron,davir001,21,0,97,32.1,23,21,5.85,0,0,0,144,131,43,6,1,8,27,0,4,12,31,0.328,0.382,0.573,75,5,0,0,1,1,,49,0.354,0.386,0.662,70,65,23,3,1,5,14,4,13,43,3,0,0,1,0,0.303,0.378,0.485,74,66,20,3,0,3,13,8,18,32,2,0,0,0,1,,0,4,0,55,7.27,0,4,0,0,0,0,4,0
1987,CHN,DiPino,Frank,dipif001,69,0,240,80,31,28,3.15,3,3,4,343,297,75,11,1,7,40,4,5,34,61,0.253,0.327,0.367,109,5,1,6,4,2,,31,0.245,0.284,0.34,105,94,23,3,0,2,16,5,23,32,0,1,3,2,0,0.256,0.346,0.379,238,203,52,8,1,5,24,29,38,77,5,0,3,2,2,,4,5,44.4,135,6.67,4,5,0,0,0,0,5,0
1987,CHN,Hall,Drew,halld001,21,0,98,32.2,31,25,6.89,1,1,0,147,130,40,6,1,4,31,2,2,14,20,0.308,0.37,0.462,60,3,0,1,2,0,,26,0.27,0.289,0.378,38,37,10,2,1,0,9,1,4,14,1,0,0,0,0,0.323,0.398,0.495,109,93,30,4,0,4,22,13,16,46,2,0,1,2,0,,2,2,50,71,5.63,2,2,0,0,0,0,2,0
1987,CHN,Lancaster,Les,lancl001,27,18,397,132.1,76,72,4.9,8,3,0,578,515,138,27,1,14,61,11,6,51,78,0.268,0.332,0.406,209,6,1,5,6,5,,51,0.321,0.382,0.485,297,262,84,17,1,8,36,28,31,127,3,1,1,5,2,0.213,0.278,0.324,281,253,54,10,0,6,25,23,47,82,3,0,4,1,3,,11,6,64.7,210,8.1,11,6,0,0,0,0,6,0
1987,CHN,Lynch,Ed,lynce001,58,8,331,110.1,74,66,5.38,2,9,4,498,441,130,20,7,17,79,4,6,48,80,0.295,0.366,0.488,215,9,2,6,1,7,,47,0.33,0.408,0.534,236,206,68,10,7,6,37,26,30,110,3,1,3,0,5,0.264,0.328,0.447,262,235,62,10,0,11,42,22,50,105,6,1,3,1,2,,4,6,40,206,4.85,4,5,0,1,0,0,6,0
1987,CHN,Maddux,Greg,maddg002,30,27,467,155.2,111,97,5.61,6,14,0,701,615,181,36,5,17,99,33,10,74,101,0.294,0.373,0.452,278,18,4,7,1,13,,55,0.324,0.406,0.491,385,336,109,26,3,8,57,46,47,165,11,0,3,0,10,0.258,0.333,0.405,316,279,72,10,2,9,42,28,54,113,7,4,4,1,3,,33,10,76.7,265,16.23,29,8,4,2,0,0,10,1
1987,CHN,Mason,Mike,masom001,17,4,114,38,25,24,5.68,4,1,0,173,142,43,8,0,4,26,2,0,23,28,0.303,0.396,0.444,63,8,1,4,3,0,,21,0.345,0.459,0.586,37,29,10,1,0,2,7,6,6,17,0,1,0,1,0,0.292,0.379,0.407,136,113,33,7,0,2,19,17,22,46,8,0,4,2,0,,2,0,100,84,2.38,2,0,0,0,0,0,0,0
1987,CHN,Moyer,Jamie,moyej001,35,33,603,201,127,114,5.1,12,15,0,899,776,210,28,5,28,117,25,12,97,147,0.271,0.353,0.428,332,15,5,14,7,9,,15,0.222,0.336,0.398,131,108,24,2,1,5,12,18,15,43,3,1,3,1,1,0.278,0.355,0.433,768,668,186,26,4,23,105,79,132,289,12,4,11,6,8,,25,12,67.6,353,10.48,20,12,4,0,1,0,12,0
1987,CHN,Noles,Dickie,noled001,41,1,193,64.1,31,25,3.5,4,2,2,285,247,59,14,3,1,28,13,4,27,33,0.239,0.325,0.332,82,4,5,5,1,1,,50,0.291,0.355,0.417,143,127,37,9,2,1,19,13,15,53,0,0,2,1,0,0.183,0.295,0.242,142,120,22,5,1,0,9,14,18,29,4,5,3,0,1,,13,4,76.5,111,15.32,13,1,0,2,0,1,4,0
1987,CHN,Sanderson,Scott,sands001,32,22,434,144.2,72,69,4.29,8,9,2,631,569,156,26,8,23,65,16,6,50,106,0.274,0.333,0.469,267,11,3,4,5,5,,57,0.296,0.368,0.477,362,321,95,15,5,11,33,37,43,153,7,1,1,2,4,0.246,0.286,0.46,269,248,61,11,3,12,32,13,63,114,4,2,3,3,1,,16,6,72.7,221,9.95,16,6,0,0,0,0,6,0
1987,CHN,Smith,Lee,smitl001,62,0,251,83.2,30,29,3.12,4,10,36,360,324,84,18,1,4,38,13,3,32,96,0.259,0.326,0.358,116,4,0,4,0,5,,57,0.266,0.356,0.384,204,177,47,12,0,3,19,25,47,68,1,0,2,0,3,0.252,0.286,0.327,156,147,37,6,1,1,19,7,49,48,3,0,2,0,2,,13,3,81.3,163,9.82,12,3,1,0,0,0,3,0
1987,CHN,Sutcliffe,Rick,sutcr001,34,34,712,237.1,106,97,3.68,18,10,0,1012,884,223,42,9,24,93,35,8,106,174,0.252,0.332,0.402,355,13,4,9,8,14,,58,0.262,0.357,0.42,582,500,131,30,5,13,46,72,99,210,4,4,1,4,9,0.24,0.299,0.378,430,384,92,12,4,11,47,34,75,145,9,0,8,4,5,,35,8,81.4,336,12.8,31,7,4,1,0,0,8,0
1987,CHN,Tewksbury,Bob,tewkb001,7,3,54,18,15,13,6.5,0,4,0,93,76,32,6,0,1,12,1,0,13,10,0.421,0.5,0.539,41,5,0,3,1,3,,54,0.395,0.458,0.581,50,43,17,5,0,1,4,5,5,25,1,0,2,0,2,0.455,0.548,0.485,43,33,15,1,0,0,8,8,5,16,4,0,1,1,1,,1,0,100,46,2.17,1,0,0,0,0,0,0,0
1987,CHN,Trout,Steve,trous001,11,11,225,75,27,25,3,6,3,0,308,277,72,13,0,3,22,8,3,27,32,0.26,0.326,0.339,94,13,1,1,2,0,,10,0.31,0.375,0.448,32,29,9,4,0,0,1,2,6,13,1,1,0,0,0,0.254,0.32,0.327,276,248,63,9,0,3,21,25,26,81,12,0,1,2,0,,8,3,72.7,109,10.09,5,3,3,0,0,0,3,0
1987,CIN,Browning,Tom,browt001,32,31,549,183,107,102,5.02,10,13,0,791,708,201,46,3,27,94,11,12,61,117,0.284,0.342,0.472,334,15,5,10,7,7,,17,0.267,0.351,0.431,134,116,31,7,0,4,11,15,21,50,2,1,0,2,0,0.287,0.34,0.48,657,592,170,39,3,23,83,46,96,284,13,4,10,5,7,,11,12,47.8,302,7.62,10,12,1,0,0,0,12,2
1987,CIN,Franco,John,franj001,68,0,246,82,26,23,2.52,8,5,32,344,310,76,13,0,6,31,4,3,27,61,0.245,0.304,0.345,107,8,0,5,2,6,,15,0.239,0.28,0.283,52,46,11,2,0,0,7,3,11,13,1,0,2,1,0,0.246,0.308,0.356,292,264,65,11,0,6,24,24,50,94,7,0,3,1,6,,4,3,57.1,134,5.22,3,2,1,0,0,1,3,0
1987,CIN,Gullickson,Bill,gullb001,27,27,495,165,99,89,4.85,10,11,0,698,645,172,35,4,33,89,19,8,39,89,0.267,0.308,0.487,314,8,2,6,6,6,,52,0.264,0.307,0.483,364,333,88,18,2,17,48,22,34,161,7,1,3,5,3,0.269,0.308,0.49,334,312,84,17,2,16,41,17,55,153,1,1,3,1,3,,19,8,70.4,222,12.16,19,8,0,0,0,0,8,1
1987,CIN,Hoffman,Guy,hoffg002,36,22,476,158.2,83,77,4.37,9,10,0,669,602,160,40,5,20,78,9,6,49,87,0.266,0.323,0.449,270,12,4,8,5,5,,17,0.307,0.388,0.446,117,101,31,8,0,2,10,13,17,45,0,1,1,1,0,0.257,0.309,0.449,552,501,129,32,5,18,68,36,70,225,12,3,7,4,5,,9,6,60,217,6.91,8,4,1,2,0,0,6,2
1987,CIN,Hume,Tom,humet001,11,0,40,13.1,6,6,4.05,1,0,0,54,48,14,4,1,0,6,2,0,2,4,0.292,0.321,0.417,20,2,1,1,2,0,,50,0.4,0.444,0.56,27,25,10,2,1,0,2,1,2,14,1,1,0,0,0,0.174,0.192,0.261,27,23,4,2,0,0,4,1,2,6,1,0,1,2,0,,2,0,100,24,8.33,2,0,0,0,0,0,0,0
1987,CIN,Landrum,Bill,landb001,44,2,195,65,35,34,4.71,3,2,2,276,233,68,11,3,3,37,7,6,34,42,0.292,0.379,0.403,94,13,0,7,2,6,,45,0.265,0.375,0.373,124,102,27,3,1,2,10,18,17,38,7,0,4,0,3,0.313,0.383,0.427,152,131,41,8,2,1,27,16,25,56,6,0,3,2,3,,7,6,53.8,111,11.71,6,3,1,2,0,1,6,0
1987,CIN,Montgomery,Jeff,montj002,14,1,58,19.1,15,14,6.52,2,2,0,89,80,25,4,0,2,15,5,2,9,13,0.313,0.382,0.438,35,1,0,0,0,1,,55,0.381,0.469,0.524,49,42,16,3,0,1,10,7,4,22,1,0,0,0,1,0.237,0.275,0.342,40,38,9,1,0,1,5,2,9,13,0,0,0,0,0,,5,2,71.4,37,18.92,5,2,0,0,0,0,2,0
1987,CIN,Murphy,Rob,murpr001,87,0,302,100.2,37,34,3.04,8,5,3,415,380,91,17,3,7,38,10,4,32,99,0.239,0.297,0.355,135,5,0,1,2,5,,32,0.24,0.292,0.314,131,121,29,6,0,1,10,9,33,38,0,0,1,0,0,0.239,0.299,0.375,284,259,62,11,3,6,28,23,66,97,5,0,0,2,5,,10,4,71.4,136,10.29,9,2,1,0,0,2,4,1
1987,CIN,O'Neill,Paul,oneip001,1,0,6,2,3,3,13.5,0,0,0,11,7,2,0,0,1,3,0,0,4,2,0.286,0.545,0.714,5,1,0,0,0,0,,64,0,0.286,0,7,5,0,0,0,0,0,2,2,0,1,0,0,0,0,1,1,2.5,4,2,2,0,0,1,3,2,0,5,0,0,0,0,0,,0,0,NULL,8,0,0,0,0,0,0,0,0,0
1987,CIN,Pacillo,Pat,pacip001,12,7,119,39.2,30,27,6.13,3,3,0,176,152,41,7,2,7,27,4,1,19,23,0.27,0.351,0.48,73,3,1,2,2,0,,61,0.258,0.362,0.461,107,89,23,4,1,4,16,14,12,41,1,1,2,1,0,0.286,0.333,0.508,69,63,18,3,1,3,11,5,11,32,2,0,0,1,0,,4,1,80,60,8.33,4,1,0,0,0,0,1,0
1987,CIN,Perry,Pat,perrp001,12,0,46,15.1,0,0,NULL,1,0,1,55,49,6,1,0,0,0,1,1,4,6,0.122,0.204,0.143,7,1,1,1,0,1,,27,0.231,0.286,0.231,15,13,3,0,0,0,0,0,0,3,0,1,1,0,0,0.083,0.175,0.111,40,36,3,1,0,0,0,4,6,4,1,0,0,0,1,,1,1,50,17,11.76,1,1,0,0,0,0,1,0
1987,CIN,Power,Ted,powet001,34,34,612,204,115,102,4.5,10,13,0,887,798,213,49,2,28,108,20,6,71,133,0.267,0.327,0.439,350,12,3,8,7,7,,54,0.285,0.347,0.44,475,425,121,29,2,11,56,44,71,187,5,0,0,6,5,0.247,0.302,0.437,412,373,92,20,0,17,52,27,62,163,7,3,8,1,2,,20,6,76.9,347,7.49,20,6,0,0,0,0,6,0
1987,CIN,Rasmussen,Dennis,rasmd001,7,7,136,45.1,22,20,3.97,4,1,0,187,170,39,8,1,5,17,7,3,12,39,0.229,0.283,0.376,64,1,1,3,1,0,,6,0.111,0.2,0.222,11,9,1,1,0,0,0,1,3,2,0,0,1,0,0,0.236,0.287,0.385,176,161,38,7,1,5,17,11,36,62,1,1,2,1,0,,7,3,70,60,16.67,6,2,1,1,0,0,3,3
1987,CIN,Reuss,Jerry,reusj001,7,7,104,34.2,31,30,7.79,0,5,0,163,147,52,7,3,2,26,0,0,12,10,0.354,0.406,0.483,71,5,1,2,0,2,,11,0.294,0.333,0.412,18,17,5,0,1,0,2,1,2,7,0,0,0,0,0,0.362,0.415,0.492,145,130,47,7,2,2,24,11,8,64,5,1,2,0,2,,0,0,NULL,66,0,0,0,0,0,0,0,0,0
1987,CIN,Robinson,Ron,robir001,48,18,462,154,71,63,3.68,7,5,4,638,579,148,34,7,14,67,13,12,43,99,0.256,0.305,0.411,238,5,1,8,7,8,,48,0.292,0.339,0.456,306,274,80,20,5,5,40,22,30,125,3,0,5,5,6,0.223,0.274,0.37,332,305,68,14,2,9,27,21,69,113,2,1,3,2,2,,13,12,52,216,11.57,13,9,0,1,0,2,12,0
1987,CIN,Scherrer,Bill,scheb001,23,0,99,33,17,16,4.36,1,1,0,151,131,43,6,3,3,20,10,0,16,24,0.328,0.393,0.489,64,6,0,1,3,4,,30,0.366,0.422,0.61,45,41,15,3,2,1,9,4,9,25,1,0,0,0,0,0.311,0.381,0.433,106,90,28,3,1,2,11,12,15,39,5,0,1,3,4,,10,0,100,66,15.15,6,0,4,0,0,0,0,0
1987,CIN,Soto,Mario,sotom001,6,6,95,31.2,18,18,5.12,3,2,0,138,122,34,6,0,7,17,9,2,12,11,0.279,0.343,0.5,61,1,0,4,0,1,,67,0.274,0.337,0.452,93,84,23,6,0,3,9,8,7,38,0,0,1,0,1,0.289,0.357,0.605,45,38,11,0,0,4,8,4,4,23,1,0,3,0,0,,9,2,81.8,56,19.64,9,2,0,0,0,0,2,0
1987,CIN,Williams,Frank,willf001,85,0,317,105.2,37,27,2.3,4,0,2,446,397,101,23,2,5,48,8,9,39,60,0.254,0.322,0.36,143,10,2,5,3,9,,42,0.235,0.319,0.271,188,166,39,4,1,0,9,21,25,45,4,0,0,1,7,0.268,0.324,0.424,258,231,62,19,1,5,39,18,35,98,6,2,5,2,2,,8,9,47.1,152,11.18,6,8,2,0,0,1,9,0
1987,CLE,Akerfelds,Darrel,akerd001,16,13,224,74.2,60,56,6.75,2,6,0,347,296,84,13,3,18,48,11,2,38,42,0.284,0.374,0.53,157,6,7,2,4,1,,51,0.3,0.383,0.613,176,150,45,5,3,12,34,18,21,92,0,4,1,3,1,0.267,0.365,0.445,171,146,39,8,0,6,14,20,21,65,6,3,1,1,0,,11,2,84.6,130,10,10,1,1,1,0,0,2,0
1987,CLE,Armstrong,Mike,armsm001,14,0,56,18.2,18,18,8.68,1,0,1,91,81,27,2,0,4,20,7,0,10,9,0.333,0.407,0.506,41,1,0,0,0,0,,47,0.342,0.419,0.395,43,38,13,2,0,0,7,5,4,15,0,0,0,0,0,0.326,0.396,0.605,48,43,14,0,0,4,13,5,5,26,1,0,0,0,0,,7,0,100,42,16.67,6,0,1,0,0,0,0,0
1987,CLE,Bailes,Scott,bails001,39,17,361,120.1,75,62,4.64,7,8,6,551,490,145,23,3,21,69,4,4,47,65,0.296,0.358,0.484,237,8,4,4,6,1,,19,0.273,0.321,0.394,107,99,27,0,0,4,18,6,17,39,0,1,1,0,0,0.302,0.367,0.506,444,391,118,23,3,17,51,41,48,198,8,3,3,6,1,,4,4,50,221,3.62,3,2,1,1,0,1,4,0
1987,CLE,Camacho,Ernie,camae001,15,0,41,13.2,14,14,9.22,0,1,1,69,60,21,5,1,1,20,2,0,5,9,0.35,0.426,0.517,31,0,3,1,0,1,,39,0.391,0.462,0.609,27,23,9,3,1,0,8,2,3,14,0,1,1,0,1,0.324,0.405,0.459,42,37,12,2,0,1,12,3,6,17,0,2,0,0,0,,2,0,100,29,6.9,2,0,0,0,0,0,0,0
1987,CLE,Candiotti,Tom,candt001,32,32,605,201.2,132,107,4.78,7,18,0,888,773,193,33,2,28,105,25,5,93,111,0.25,0.33,0.406,314,18,4,8,10,2,,51,0.237,0.318,0.364,452,393,93,10,2,12,48,49,47,143,9,0,5,5,1,0.263,0.342,0.45,436,380,100,23,0,16,57,44,64,171,9,4,3,5,1,,25,5,83.3,311,9.65,22,5,3,0,0,0,5,0
