Year,Team,name_last,name_first,RetroID,G,GS,Outs,IP,R,ER,ERA,W,L,SV,PA,AB,H,DB,TP,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,TB,GDP,HBP,SH,SF,IBB,PlatoonStats,PctVsLHP,AVG_L,OBP_L,SLG_L,PA_L,AB_L,H_L,DB_L,TP_L,HR_L,RBI_L,BB_L,SO_L,TB_L,GDP_L,HBP_L,SH_L,SF_L,IBB_L,AVG_R,OBP_R,SLG_R,PA_R,AB_R,H_R,DB_R,TP_R,HR_R,RBI_R,BB_R,SO_R,TB_R,GDP_R,HBP_R,SH_R,SF_R,IBB_R,Baserunning,SB,CS,SBPct,SBO,JumpPct,SB2,CS2,SB3,CS3,SBH,CSH,PkO,POCS
1987,LAN,Havens,Brad,haveb001,31,1,106,35.1,18,17,4.33,0,0,1,157,132,30,7,0,2,21,3,0,23,23,0.227,0.346,0.326,43,1,1,1,0,11,,36,0.327,0.4,0.408,56,49,16,4,0,0,14,5,7,20,0,1,1,0,2,0.169,0.317,0.277,101,83,14,3,0,2,7,18,16,23,1,0,0,0,9,,3,0,100,51,5.88,2,0,1,0,0,0,0,0
1987,LAN,Hershiser,Orel,herso001,37,35,794,264.2,105,90,3.06,16,16,1,1093,1000,247,40,7,17,89,12,9,74,190,0.247,0.304,0.352,352,30,9,8,2,5,,59,0.272,0.33,0.385,645,589,160,27,5,10,53,49,91,227,13,3,3,1,2,0.212,0.266,0.304,448,411,87,13,2,7,36,25,99,125,17,6,5,1,3,,12,9,57.1,364,5.77,10,9,2,0,0,0,9,0
1987,LAN,Hillegas,Shawn,hills001,12,10,174,58,27,23,3.57,4,3,0,252,216,52,5,1,5,24,9,3,31,51,0.241,0.335,0.343,74,4,0,4,1,0,,53,0.275,0.398,0.404,134,109,30,3,1,3,17,23,27,44,2,0,1,1,0,0.206,0.261,0.28,118,107,22,2,0,2,7,8,24,30,2,0,3,0,0,,9,3,75,99,12.12,7,3,2,0,0,0,3,0
1987,LAN,Holton,Brian,holtb001,53,1,250,83.1,39,36,3.89,3,2,2,360,323,87,14,2,11,44,11,4,32,58,0.269,0.332,0.427,138,7,0,2,3,11,,50,0.272,0.361,0.392,181,158,43,7,0,4,13,22,16,62,4,0,1,0,10,0.267,0.303,0.461,179,165,44,7,2,7,31,10,42,76,3,0,1,3,1,,11,4,73.3,147,10.2,9,3,2,0,0,1,4,0
1987,LAN,Honeycutt,Rick,honer001,27,20,347,115.2,74,59,4.59,2,12,0,525,478,133,32,2,10,58,8,6,45,92,0.278,0.343,0.416,199,8,2,0,0,4,,18,0.213,0.247,0.326,93,89,19,2,1,2,11,4,18,29,1,0,0,0,0,0.293,0.363,0.437,432,389,114,30,1,8,47,41,74,170,7,2,0,0,4,,8,6,57.1,193,7.25,6,5,2,0,0,1,6,3
1987,LAN,Howell,Ken,howek001,40,2,165,55,32,30,4.91,3,4,1,239,204,54,12,2,7,27,4,3,29,60,0.265,0.356,0.446,91,4,0,6,0,2,,48,0.271,0.381,0.375,114,96,26,5,1,1,7,17,25,36,2,0,1,0,0,0.259,0.333,0.509,125,108,28,7,1,6,20,12,35,55,2,0,5,0,2,,4,3,57.1,98,7.14,4,2,0,1,0,0,3,0
1987,LAN,Krueger,Bill,krueb001,2,0,7,2.1,2,0,0,0,0,0,13,12,3,1,0,0,2,2,0,1,2,0.25,0.308,0.333,4,0,0,0,0,0,,23,0,0.333,0,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0.3,0.3,0.4,10,10,3,1,0,0,2,0,1,4,0,0,0,0,0,,2,0,100,7,28.57,1,0,1,0,0,0,0,0
1987,LAN,Leary,Tim,leart001,39,12,323,107.2,62,57,4.76,3,11,1,469,424,121,24,3,15,60,12,4,36,61,0.285,0.343,0.462,196,8,2,6,1,5,,48,0.288,0.342,0.449,224,205,59,12,3,5,28,16,19,92,6,1,2,0,3,0.283,0.344,0.475,245,219,62,12,0,10,32,20,42,104,2,1,4,1,2,,12,4,75,172,9.3,11,4,1,0,0,0,4,0
1987,LAN,Niedenfuer,Tom,niedt001,15,0,49,16.1,5,5,2.76,1,0,1,70,59,13,1,0,1,8,2,1,9,10,0.22,0.329,0.288,17,0,1,0,1,1,,51,0.25,0.389,0.357,36,28,7,0,0,1,6,7,1,10,0,0,0,1,1,0.194,0.265,0.226,34,31,6,1,0,0,2,2,9,7,0,1,0,0,0,,2,1,66.7,29,10.34,2,0,0,1,0,0,1,0
1987,LAN,Pena,Alejandro,penaa001,37,7,262,87.1,41,34,3.5,2,7,11,377,327,82,14,1,9,38,11,2,37,76,0.251,0.325,0.382,125,4,2,5,6,5,,55,0.237,0.32,0.305,208,177,42,4,1,2,14,23,39,54,3,1,2,5,5,0.267,0.331,0.473,169,150,40,10,0,7,24,14,37,71,1,1,3,1,0,,11,2,84.6,139,9.35,9,2,1,0,1,0,2,0
1987,LAN,Reuss,Jerry,reusj001,1,0,6,2,1,1,4.5,0,0,0,8,6,2,1,0,0,1,0,0,0,2,0.333,0.286,0.5,3,0,0,1,1,0,,38,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0.4,0.4,0.6,5,5,2,1,0,0,0,0,1,3,0,0,0,0,0,,0,0,NULL,3,0,0,0,0,0,0,0,0,0
1987,LAN,Savage,Jack,savaj001,3,0,10,3.1,1,1,2.7,0,0,0,14,14,4,1,0,0,1,0,0,0,0,0.286,0.286,0.357,5,0,0,0,0,0,,50,0.286,0.286,0.286,7,7,2,0,0,0,0,0,0,2,0,0,0,0,0,0.286,0.286,0.429,7,7,2,1,0,0,1,0,0,3,0,0,0,0,0,,0,0,NULL,6,0,0,0,0,0,0,0,0,0
1987,LAN,Valenzuela,Fernando,valef001,34,34,753,251,120,111,3.98,14,14,0,1116,968,254,49,5,25,108,19,12,124,190,0.262,0.348,0.401,388,22,4,18,2,4,,16,0.228,0.283,0.377,184,167,38,9,2,4,12,13,43,63,1,0,4,0,0,0.27,0.361,0.406,932,801,216,40,3,21,96,111,147,325,21,4,14,2,4,,19,12,61.3,445,6.97,16,10,3,2,0,0,12,4
1987,LAN,Welch,Bob,welcb001,35,35,755,251.2,94,90,3.22,15,9,0,1027,921,204,40,4,21,81,20,18,86,196,0.221,0.289,0.342,315,11,4,10,6,6,,58,0.236,0.301,0.345,591,530,125,22,3,10,38,50,99,183,4,1,6,4,4,0.202,0.273,0.338,436,391,79,18,1,11,43,36,97,132,7,3,4,2,2,,20,18,52.6,318,11.95,19,13,1,4,0,1,18,1
1987,LAN,Young,Matt,younm001,46,0,163,54.1,30,27,4.47,5,8,11,234,215,62,11,0,3,36,3,1,17,42,0.288,0.339,0.381,82,9,0,1,1,5,,29,0.234,0.279,0.313,68,64,15,2,0,1,9,4,11,20,2,0,0,0,0,0.311,0.364,0.411,166,151,47,9,0,2,27,13,31,62,7,0,1,1,5,,3,1,75,100,4,3,1,0,0,0,0,1,0
1987,MIL,Aldrich,Jay,aldrj001,31,0,175,58.1,33,32,4.94,3,1,0,253,232,71,8,2,8,40,2,3,13,22,0.306,0.344,0.461,107,8,2,3,3,3,,49,0.288,0.341,0.468,123,111,32,1,2,5,18,9,10,52,3,1,0,2,3,0.322,0.346,0.455,130,121,39,7,0,3,22,4,12,55,5,1,3,1,0,,2,3,40,90,5.56,2,3,0,0,0,0,3,0
1987,MIL,Barker,Len,barkl001,11,11,131,43.2,27,26,5.36,2,1,0,198,178,54,9,2,6,24,3,3,17,22,0.303,0.371,0.478,85,5,2,1,0,1,,50,0.356,0.429,0.552,99,87,31,7,2,2,15,9,11,48,3,2,1,0,1,0.253,0.313,0.407,99,91,23,2,0,4,9,8,11,37,2,0,0,0,0,,3,3,50,68,8.82,3,3,0,0,0,0,3,0
1987,MIL,Birkbeck,Mike,birkm001,10,10,135,45,33,31,6.2,1,4,0,210,188,63,11,1,8,28,6,4,19,25,0.335,0.392,0.532,100,2,0,1,2,0,,47,0.267,0.323,0.367,99,90,24,3,0,2,7,8,11,33,0,0,0,1,0,0.398,0.455,0.684,111,98,39,8,1,6,21,11,14,67,2,0,1,1,0,,6,4,60,81,12.35,6,4,0,0,0,0,4,0
1987,MIL,Bosio,Chris,bosic001,46,19,510,170,103,99,5.24,11,8,2,734,677,187,32,4,18,90,20,1,50,150,0.276,0.326,0.415,281,16,1,3,3,3,,53,0.263,0.321,0.423,389,357,94,18,3,11,42,30,80,151,9,1,0,1,2,0.291,0.33,0.406,345,320,93,14,1,7,48,20,70,130,7,0,3,2,1,,20,1,95.2,253,8.3,18,1,2,0,0,0,1,0
1987,MIL,Burris,Ray,burrr001,10,2,69,23,16,15,5.87,2,2,0,109,94,33,3,1,4,15,2,3,12,8,0.351,0.417,0.532,50,2,0,1,2,3,,49,0.391,0.453,0.609,53,46,18,2,1,2,8,6,2,28,0,0,0,1,1,0.313,0.382,0.458,56,48,15,1,0,2,7,6,6,22,2,0,1,1,2,,2,3,40,39,12.82,2,2,0,0,0,1,3,0
1987,MIL,Ciardi,Mark,ciarm001,4,3,49,16.1,17,17,9.37,1,1,0,81,72,26,5,0,5,12,2,0,9,8,0.361,0.432,0.639,46,2,0,0,0,0,,53,0.278,0.395,0.5,43,36,10,2,0,2,3,7,4,18,1,0,0,0,0,0.444,0.474,0.778,38,36,16,3,0,3,9,2,4,28,1,0,0,0,0,,2,0,100,32,6.25,2,0,0,0,0,0,0,0
1987,MIL,Clear,Mark,cleam001,58,1,235,78.1,46,39,4.48,8,5,6,360,293,70,15,3,9,47,9,4,55,81,0.239,0.363,0.403,118,4,5,2,5,3,,49,0.25,0.394,0.464,176,140,35,9,3,5,30,32,37,65,2,2,1,1,3,0.229,0.333,0.346,184,153,35,6,0,4,17,23,44,53,2,3,1,4,0,,9,4,69.2,163,7.98,8,2,1,2,0,0,4,0
1987,MIL,Crim,Chuck,crimc001,53,5,390,130,60,53,3.67,6,8,12,549,500,133,15,1,15,61,8,4,39,56,0.266,0.322,0.39,195,17,3,6,1,5,,47,0.289,0.36,0.439,256,228,66,7,0,9,30,24,27,100,6,1,3,0,3,0.246,0.29,0.349,293,272,67,8,1,6,31,15,29,95,11,2,3,1,2,,8,4,66.7,222,5.41,8,4,0,0,0,0,4,0
1987,MIL,Higuera,Teddy,higut001,35,35,785,261.2,120,112,3.85,18,10,0,1084,980,236,47,3,24,110,20,9,87,240,0.241,0.301,0.368,361,24,2,6,9,2,,16,0.276,0.31,0.393,172,163,45,7,0,4,19,8,40,64,7,0,1,0,0,0.234,0.3,0.364,912,817,191,40,3,20,91,79,200,297,17,2,5,9,2,,20,9,69,383,7.57,16,8,4,1,0,0,9,0
1987,MIL,Johnson,John Henry,johnj001,10,2,79,26.1,30,28,9.57,0,1,0,134,115,42,9,1,1,26,1,2,18,18,0.365,0.451,0.487,56,3,0,1,0,1,,32,0.343,0.452,0.371,43,35,12,1,0,0,9,7,8,13,0,0,1,0,0,0.375,0.451,0.537,91,80,30,8,1,1,17,11,10,43,3,0,0,0,1,,1,2,33.3,72,4.17,1,1,0,1,0,0,2,0
1987,MIL,Knudson,Mark,knudm001,15,8,186,62,46,37,5.37,4,4,0,288,266,88,9,0,7,39,3,1,14,26,0.331,0.358,0.444,118,4,0,3,5,1,,55,0.324,0.363,0.451,158,142,46,6,0,4,25,11,17,64,4,0,1,4,0,0.339,0.352,0.435,130,124,42,3,0,3,14,3,9,54,0,0,2,1,1,,3,1,75,125,3.2,3,1,0,0,0,0,1,0
1987,MIL,Madrid,Alex,madra001,3,0,16,5.1,9,9,15.19,0,0,0,28,25,11,4,0,1,11,0,0,1,1,0.44,0.429,0.72,18,0,0,0,2,0,,46,0.417,0.385,0.417,13,12,5,0,0,0,3,0,1,5,0,0,0,1,0,0.462,0.467,1,15,13,6,4,0,1,8,1,0,13,0,0,0,1,0,,0,0,NULL,14,0,0,0,0,0,0,0,0,0
1987,MIL,Mirabella,Paul,mirap001,29,0,88,29.1,19,16,4.91,2,1,2,133,112,30,6,2,0,29,0,1,16,14,0.268,0.351,0.357,40,3,0,2,3,3,,42,0.304,0.393,0.391,56,46,14,2,1,0,19,8,7,18,1,0,0,2,1,0.242,0.32,0.333,77,66,16,4,1,0,10,8,7,22,2,0,2,1,2,,0,1,0,55,1.82,0,1,0,0,0,0,1,0
1987,MIL,Nieves,Juan,nievj001,34,33,587,195.2,112,106,4.88,14,8,0,867,755,199,42,2,24,92,19,12,100,163,0.264,0.348,0.42,317,15,2,3,7,5,,17,0.183,0.302,0.286,150,126,23,4,0,3,18,22,40,36,4,0,1,1,0,0.28,0.358,0.447,717,629,176,38,2,21,74,78,123,281,11,2,2,6,5,,19,12,61.3,333,9.31,17,10,2,2,0,0,12,0
1987,MIL,Plesac,Dan,plesd001,57,0,238,79.1,30,23,2.61,5,6,23,325,296,63,7,0,8,44,4,3,23,89,0.213,0.275,0.318,94,7,3,1,2,1,,20,0.14,0.219,0.281,64,57,8,2,0,2,7,6,20,16,2,0,0,1,0,0.23,0.288,0.326,261,239,55,5,0,6,37,17,69,78,5,3,1,1,1,,4,3,57.1,128,5.47,2,2,2,1,0,0,3,3
1987,MIL,Stapleton,Dave,stapd002,4,0,44,14.2,3,3,1.84,2,0,0,58,54,13,2,0,0,4,0,0,3,14,0.241,0.281,0.278,15,2,0,1,0,0,,40,0.227,0.261,0.318,23,22,5,2,0,0,2,1,10,7,0,0,0,0,0,0.25,0.294,0.25,35,32,8,0,0,0,2,2,4,8,2,0,1,0,0,,0,0,NULL,29,0,0,0,0,0,0,0,0,0
1987,MIL,Wegman,Bill,wegmb001,34,33,675,225,113,106,4.24,12,11,0,934,865,229,40,3,31,98,20,8,53,102,0.265,0.31,0.425,368,15,6,4,6,2,,55,0.258,0.31,0.42,510,469,121,22,3,16,51,34,54,197,7,3,1,3,2,0.273,0.309,0.432,424,396,108,18,0,15,47,19,48,171,8,3,3,3,0,,20,8,71.4,321,8.72,18,7,2,1,0,0,8,0
1987,MIN,Anderson,Allan,andea001,4,2,37,12.1,15,15,10.95,1,0,0,61,51,20,5,0,3,15,1,0,10,3,0.392,0.492,0.667,34,6,0,0,0,2,,30,0.5,0.556,0.813,18,16,8,2,0,1,6,2,1,13,1,0,0,0,0,0.343,0.465,0.6,43,35,12,3,0,2,9,8,2,21,5,0,0,0,2,,1,0,100,30,3.33,1,0,0,0,0,0,0,0
1987,MIN,Atherton,Keith,athek001,59,0,238,79.1,46,40,4.54,7,5,2,348,309,81,14,3,10,51,8,2,30,51,0.262,0.332,0.424,131,3,4,2,3,4,,52,0.265,0.339,0.444,181,162,43,7,2,6,25,17,28,72,1,1,1,0,2,0.259,0.325,0.401,167,147,38,7,1,4,26,13,23,59,2,3,1,3,2,,8,2,80,156,6.41,8,2,0,0,0,0,2,0
1987,MIN,Berenguer,Juan,berej001,47,6,336,112,51,49,3.94,8,1,4,473,420,100,23,2,10,54,9,3,47,110,0.238,0.312,0.374,157,3,0,2,4,7,,54,0.278,0.36,0.462,254,223,62,15,1,8,38,29,50,103,1,0,1,1,6,0.193,0.257,0.274,219,197,38,8,1,2,16,18,60,54,2,0,1,3,1,,9,3,75,163,7.36,9,3,0,0,0,0,3,0
1987,MIN,Bittiger,Jeff,bittj001,3,1,25,8.1,5,5,5.4,1,0,0,36,35,11,0,1,2,5,1,0,0,5,0.314,0.333,0.543,19,1,1,0,0,0,,39,0.357,0.357,0.786,14,14,5,0,0,2,3,0,2,11,1,0,0,0,0,0.286,0.318,0.381,22,21,6,0,1,0,2,0,3,8,0,1,0,0,0,,1,0,100,14,7.14,1,0,0,0,0,0,0,0
1987,MIN,Blyleven,Bert,blylb001,37,37,801,267,132,119,4.01,15,12,0,1122,1002,249,45,1,46,113,33,9,101,196,0.249,0.321,0.433,434,33,9,4,6,4,,56,0.235,0.313,0.446,628,558,131,22,0,32,70,61,116,249,16,4,2,3,3,0.266,0.331,0.417,494,444,118,23,1,14,43,40,80,185,17,5,2,3,1,,33,9,78.6,381,11.02,32,7,1,2,0,0,9,0
1987,MIN,Carlton,Steve,carls001,9,7,129,43,35,32,6.7,1,5,0,200,174,54,9,1,7,30,3,3,23,20,0.31,0.397,0.494,86,6,2,1,0,1,,18,0.29,0.389,0.387,36,31,9,1,1,0,2,5,3,12,1,0,0,0,0,0.315,0.399,0.517,164,143,45,8,0,7,28,18,17,74,5,2,1,0,1,,3,3,50,77,7.79,2,2,1,0,0,1,3,1
1987,MIN,Frazier,George,frazg001,54,0,244,81.1,49,45,4.98,5,5,2,363,299,77,15,0,9,54,15,6,51,58,0.258,0.359,0.398,119,7,2,1,10,4,,56,0.247,0.343,0.4,202,170,42,11,0,5,29,26,32,68,4,1,1,4,2,0.271,0.379,0.395,161,129,35,4,0,4,25,25,26,51,3,1,0,6,2,,15,6,71.4,145,14.48,13,5,2,1,0,0,6,0
1987,MIN,Klink,Joe,klinj001,12,0,69,23,18,17,6.65,0,1,0,116,103,37,6,0,4,19,1,0,11,17,0.359,0.417,0.534,55,2,0,1,1,0,,47,0.313,0.37,0.479,55,48,15,5,0,1,8,5,11,23,1,0,1,1,0,0.4,0.459,0.582,61,55,22,1,0,3,11,6,6,32,1,0,0,0,0,,1,0,100,50,2,1,0,0,0,0,0,0,0
1987,MIN,Niekro,Joe,niekj001,19,18,289,96.1,76,67,6.26,4,9,0,443,388,115,27,3,11,58,25,3,44,54,0.296,0.373,0.466,181,9,6,1,4,0,,54,0.313,0.379,0.561,241,214,67,19,2,10,37,23,29,120,5,1,1,2,0,0.276,0.366,0.351,202,174,48,8,1,1,21,21,25,61,4,5,0,2,0,,25,3,89.3,159,17.61,21,1,4,2,0,0,3,0
1987,MIN,Niemann,Randy,niemr001,6,0,16,5.1,5,5,8.44,1,0,0,28,19,3,1,0,0,0,0,0,7,1,0.158,0.429,0.211,4,0,2,0,0,0,,50,0.222,0.5,0.333,14,9,2,1,0,0,0,3,1,3,0,2,0,0,0,0.1,0.357,0.1,14,10,1,0,0,0,0,4,0,1,0,0,0,0,0,,0,0,NULL,14,0,0,0,0,0,0,0,0,0
1987,MIN,Portugal,Mark,portm001,13,7,132,44,40,38,7.77,1,3,0,204,178,58,11,0,13,36,12,1,24,28,0.326,0.407,0.607,108,7,1,0,1,1,,59,0.255,0.339,0.481,121,106,27,6,0,6,16,14,23,51,2,0,0,1,1,0.431,0.506,0.792,83,72,31,5,0,7,20,10,5,57,5,1,0,0,0,,12,1,92.3,74,17.57,11,1,1,0,0,0,1,0
1987,MIN,Reardon,Jeff,rearj001,63,0,241,80.1,41,40,4.48,8,8,31,337,302,70,14,0,14,59,8,0,28,83,0.232,0.301,0.417,126,4,3,1,3,4,,53,0.301,0.364,0.532,177,156,47,9,0,9,40,16,30,83,1,1,1,3,1,0.158,0.231,0.295,160,146,23,5,0,5,19,12,53,43,3,2,0,0,3,,8,0,100,119,6.72,8,0,0,0,0,0,0,0
1987,MIN,Schatzeder,Dan,schad001,30,1,131,43.2,37,31,6.39,3,1,0,209,187,64,10,2,8,41,3,0,19,30,0.342,0.402,0.545,102,7,1,0,2,3,,35,0.353,0.405,0.515,74,68,24,5,0,2,13,5,12,35,3,1,0,0,0,0.336,0.4,0.563,135,119,40,5,2,6,28,14,18,67,4,0,0,2,3,,3,0,100,103,2.91,2,0,1,0,0,0,0,0
1987,MIN,Smith,Roy,smitr001,7,1,49,16.1,10,9,4.96,1,0,0,78,68,20,5,0,3,12,1,0,6,8,0.294,0.364,0.5,34,1,2,0,1,0,,46,0.448,0.543,0.759,36,29,13,3,0,2,7,5,3,22,0,1,0,0,0,0.179,0.214,0.308,42,39,7,2,0,1,5,1,5,12,1,1,0,1,0,,1,0,100,33,3.03,1,0,0,0,0,0,0,0
1987,MIN,Smithson,Mike,smitm002,21,20,327,109,76,72,5.94,4,7,0,494,441,126,24,3,17,71,22,1,38,53,0.286,0.351,0.469,207,7,9,1,5,3,,56,0.32,0.371,0.593,279,253,81,18,0,17,57,21,30,150,4,1,1,3,3,0.239,0.326,0.303,215,188,45,6,3,0,14,17,23,57,3,8,0,2,0,,22,1,95.7,181,12.71,21,0,1,1,0,0,1,1
1987,MIN,Straker,Les,stral001,31,26,463,154.1,79,75,4.37,8,10,0,656,583,150,22,7,24,64,20,10,59,76,0.257,0.325,0.443,258,11,2,6,6,6,,56,0.263,0.338,0.486,366,323,85,12,6,16,40,37,45,157,6,1,2,3,4,0.25,0.308,0.388,290,260,65,10,1,8,24,22,31,101,5,1,4,3,2,,20,10,66.7,219,13.7,20,9,0,1,0,0,10,0
1987,MIN,Viola,Frank,violf001,36,36,755,251.2,91,81,2.9,17,10,0,1037,955,230,44,0,29,84,6,8,66,197,0.241,0.293,0.378,361,13,6,7,3,1,,17,0.248,0.307,0.376,179,165,41,6,0,5,17,12,35,62,1,2,0,0,0,0.239,0.29,0.378,858,790,189,38,0,24,67,54,162,299,12,4,7,3,1,,6,8,42.9,364,3.85,6,6,0,2,0,0,8,3
1987,MON,Brown,Curt,browc001,5,0,21,7,7,6,7.71,0,1,0,35,30,10,2,0,2,6,3,1,4,6,0.333,0.412,0.6,18,0,0,1,0,1,,51,0.231,0.412,0.538,18,13,3,1,0,1,4,4,4,7,0,0,1,0,1,0.412,0.412,0.647,17,17,7,1,0,1,2,0,2,11,0,0,0,0,0,,3,1,75,12,33.33,2,1,1,0,0,0,1,0
1987,MON,Burke,Tim,burkt001,55,0,273,91,18,12,1.19,7,0,18,354,327,64,8,1,3,25,6,3,17,58,0.196,0.234,0.254,83,7,0,8,2,6,,53,0.218,0.264,0.288,189,170,37,4,1,2,15,11,22,49,3,0,7,1,6,0.172,0.201,0.217,165,157,27,4,0,1,10,6,36,34,4,0,1,1,0,,6,3,66.7,129,6.98,6,3,0,0,0,0,3,0
1987,MON,Campbell,Bill,campb001,7,0,30,10,12,9,8.1,0,0,0,55,50,18,8,0,2,12,3,0,4,4,0.36,0.4,0.64,32,0,0,0,1,1,,47,0.348,0.423,0.522,26,23,8,4,0,0,4,3,2,12,0,0,0,0,1,0.37,0.379,0.741,29,27,10,4,0,2,8,1,2,20,0,0,0,1,0,,3,0,100,23,13.04,3,0,0,0,0,0,0,0
1987,MON,Fischer,Jeff,fiscj001,4,2,41,13.2,14,13,8.56,0,1,0,66,58,21,4,1,3,14,2,1,5,6,0.362,0.4,0.621,36,1,0,1,2,0,,62,0.432,0.439,0.757,41,37,16,4,1,2,10,2,3,28,0,0,0,2,0,0.238,0.333,0.381,25,21,5,0,0,1,4,3,3,8,1,0,1,0,0,,2,1,66.7,30,10,2,1,0,0,0,0,1,0
1987,MON,Heaton,Neal,heatn001,32,32,580,193.1,103,97,4.52,13,10,0,807,756,207,34,3,25,90,23,11,37,105,0.274,0.308,0.426,322,11,3,5,5,3,,16,0.244,0.266,0.415,130,123,30,7,1,4,15,4,24,51,2,0,2,1,0,0.28,0.316,0.428,677,633,177,27,2,21,75,33,81,271,9,3,3,4,3,,23,11,67.6,247,13.77,18,9,4,1,1,1,11,1
1987,MON,Heredia,Ubaldo,hereu001,2,2,30,10,6,6,5.4,0,1,0,42,38,10,4,0,2,6,0,0,3,6,0.263,0.333,0.526,20,1,1,0,0,1,,50,0.263,0.333,0.368,21,19,5,2,0,0,3,1,2,7,1,1,0,0,0,0.263,0.333,0.684,21,19,5,2,0,2,3,2,4,13,0,0,0,0,1,,0,0,NULL,13,0,0,0,0,0,0,0,0,0
1987,MON,Hesketh,Joe,heskj001,18,0,86,28.2,12,10,3.14,0,0,1,128,109,23,4,0,2,9,1,0,15,31,0.211,0.317,0.303,33,1,2,2,0,3,,34,0.237,0.341,0.342,44,38,9,1,0,1,4,4,11,13,1,2,0,0,0,0.197,0.305,0.282,84,71,14,3,0,1,5,11,20,20,0,0,2,0,3,,1,0,100,51,1.96,0,0,1,0,0,0,0,0
1987,MON,Law,Vance,law-v001,3,0,10,3.1,2,2,5.4,0,0,0,15,15,5,0,0,0,2,0,0,0,2,0.333,0.333,0.333,5,0,0,0,0,0,,60,0.333,0.333,0.333,9,9,3,0,0,0,2,0,0,3,0,0,0,0,0,0.333,0.333,0.333,6,6,2,0,0,0,0,0,2,2,0,0,0,0,0,,0,0,NULL,9,0,0,0,0,0,0,0,0,0
1987,MON,Lea,Charlie,lea-c001,1,1,3,1,4,4,36,0,1,0,9,7,4,1,0,1,2,0,0,2,1,0.571,0.667,1.143,8,0,0,0,0,0,,56,0.5,0.6,1.25,5,4,2,0,0,1,2,1,1,5,0,0,0,0,0,0.667,0.75,1,4,3,2,1,0,0,0,1,0,3,0,0,0,0,0,,0,0,NULL,5,0,0,0,0,0,0,0,0,0
1987,MON,Martinez,Dennis,martd001,22,22,434,144.2,59,53,3.3,11,4,0,599,546,133,28,3,9,52,18,3,40,84,0.244,0.301,0.355,194,8,6,4,3,2,,62,0.237,0.293,0.342,372,342,81,19,1,5,38,28,53,117,2,0,0,2,1,0.255,0.314,0.377,227,204,52,9,2,4,14,12,31,77,6,6,4,1,1,,18,3,85.7,206,10.19,17,2,1,1,0,0,3,0
1987,MON,McClure,Bob,mcclb001,52,0,157,52.1,30,20,3.44,6,1,5,222,195,47,9,2,8,29,3,1,20,33,0.241,0.309,0.431,84,2,0,5,2,3,,41,0.175,0.23,0.362,90,80,14,4,1,3,7,6,17,29,0,0,3,1,0,0.287,0.362,0.478,132,115,33,5,1,5,22,14,16,55,2,0,2,1,3,,3,1,75,85,4.71,2,1,1,0,0,0,1,0
1987,MON,McGaffigan,Andy,mcgaa001,69,0,361,120.1,38,32,2.39,5,2,12,500,447,105,17,3,5,38,18,5,42,100,0.235,0.303,0.32,143,8,3,5,3,7,,54,0.271,0.343,0.392,272,240,65,13,2,4,23,26,51,94,5,2,1,3,6,0.193,0.254,0.237,228,207,40,4,1,1,15,16,49,49,3,1,4,0,1,,18,5,78.3,187,12.3,17,5,1,0,0,0,5,0
1987,MON,Parrett,Jeff,parrj001,45,0,186,62,33,29,4.21,7,6,6,267,231,53,10,1,8,32,13,1,30,56,0.229,0.317,0.385,89,2,0,5,1,4,,61,0.25,0.333,0.407,162,140,35,7,0,5,19,18,29,57,1,0,3,1,3,0.198,0.291,0.352,105,91,18,3,1,3,13,12,27,32,1,0,2,0,1,,13,1,92.9,99,14.14,12,0,1,1,0,0,1,0
1987,MON,Perez,Pascual,perep001,10,10,211,70.1,21,18,2.3,7,0,0,273,252,52,8,0,5,21,6,3,16,58,0.206,0.256,0.298,75,6,1,3,1,1,,59,0.223,0.286,0.291,162,148,33,4,0,2,10,12,33,43,3,1,1,0,1,0.183,0.211,0.308,111,104,19,4,0,3,11,4,25,32,3,0,2,1,0,,6,3,66.7,83,10.84,6,3,0,0,0,0,3,0
1987,MON,Sebra,Bob,sebrb001,36,27,532,177.1,99,87,4.42,6,15,0,765,676,184,42,3,15,91,36,6,67,156,0.272,0.337,0.41,277,12,3,12,7,0,,55,0.259,0.329,0.398,423,374,97,24,2,8,45,39,79,149,5,2,4,4,0,0.288,0.347,0.424,342,302,87,18,1,7,46,28,77,128,7,1,8,3,0,,36,6,85.7,278,15.11,34,6,2,0,0,0,6,0
1987,MON,Smith,Bryn,smitb001,26,26,451,150.1,81,73,4.37,10,9,0,643,598,164,25,4,16,72,19,3,31,94,0.274,0.31,0.41,245,12,2,7,5,4,,58,0.259,0.292,0.371,373,348,90,11,2,8,45,18,50,129,5,0,3,4,3,0.296,0.335,0.464,270,250,74,14,2,8,27,13,44,116,7,2,4,1,1,,19,3,86.4,225,9.78,17,1,2,2,0,0,3,0
